time,temp,precip,rel_humidity,wind_speed,wind_direction,cloud_cover
20210401T1100,17.896313,0.0,46.0,8.534353,242.35403,0.0
20210401T1200,19.576313,0.0,45.0,7.771331,256.6075,0.0
20210401T1300,20.866312,0.0,43.0,6.87779,263.991,0.0
20210401T1400,21.726313,0.0,45.0,7.5685663,272.72632,10.0
20210401T1500,22.276312,0.0,41.0,6.6185193,292.38013,0.0
20210401T1600,22.376312,0.0,40.0,6.489992,289.44003,0.0
20210401T1700,22.316313,0.0,41.0,8.049845,296.56506,10.0
20210401T1800,21.886312,0.0,40.0,8.287822,304.38034,10.0
20210401T1900,21.006313,0.0,42.0,5.6002855,315.0,10.0
20210401T2000,20.116312,0.0,43.0,2.52,270.0,10.0
20210401T2100,17.346313,0.0,56.0,6.924738,188.97263,10.0
20210401T2200,14.366314,0.0,62.0,8.089993,200.85446,0.0
20210401T2300,14.076314,0.0,62.0,1.2979984,236.30994,47.0
20210402T0000,13.146314,0.0,69.0,1.8,360.0,0.0
20210402T0100,12.206313,0.0,73.0,2.9024127,352.875,2.0
20210402T0200,11.206313,0.0,78.0,4.0249224,349.69516,77.0
20210402T0300,10.586313,0.0,78.0,4.39436,325.008,3.0
20210402T0400,10.396314,0.0,76.0,5.0142193,338.9625,38.0
20210402T0500,10.536313,0.0,79.0,8.049845,10.30484,100.0
20210402T0600,10.606314,0.0,79.0,9.904906,19.093475,100.0
20210402T0700,9.816314,0.0,81.0,10.587917,17.818878,100.0
20210402T0800,9.0563135,0.0,83.0,9.531505,10.885529,0.0
20210402T0900,10.726314,0.0,77.0,10.30883,24.775131,0.0
20210402T1000,12.5563135,0.0,71.0,8.557102,22.249008,0.0
20210402T1100,14.226314,0.0,65.0,7.6367526,8.130096,0.3
20210402T1200,15.746313,0.0,61.0,8.669949,4.7636414,0.0
20210402T1300,17.076313,0.0,57.0,9.3876505,4.398697,0.0
20210402T1400,16.196314,0.0,64.0,12.57426,23.629364,10.0
20210402T1500,17.076313,0.0,58.0,11.177405,14.931412,10.0
20210402T1600,16.716312,0.0,56.0,11.525623,14.470276,17.0
20210402T1700,16.746313,0.0,56.0,11.384199,18.434952,100.0
20210402T1800,16.136312,0.0,57.0,12.303366,20.556046,100.0
20210402T1900,15.226314,0.0,59.0,15.978484,22.520554,100.0
20210402T2000,13.976314,0.0,59.0,17.388409,27.09555,100.0
20210402T2100,12.586313,0.0,52.0,20.929594,26.565033,100.0
20210402T2200,11.116314,0.0,56.0,22.473343,35.217575,100.0
20210402T2300,9.466313,0.0,64.0,20.188908,31.138962,100.0
20210403T0000,8.506313,0.0,67.0,15.379206,32.57405,100.0
20210403T0100,7.6763134,0.0,71.0,11.592895,25.769318,100.0
20210403T0200,7.1763134,0.0,74.0,9.178235,25.559967,100.0
20210403T0300,6.2163134,0.0,77.0,8.12197,12.804245,4.0
20210403T0400,5.5463133,0.0,75.0,13.779114,19.85521,100.0
20210403T0500,4.2663136,0.0,75.0,19.67195,34.562515,100.0
20210403T0600,3.3063135,0.0,75.0,18.668005,39.522614,100.0
20210403T0700,2.6763134,0.0,76.0,18.335276,43.408844,100.0
20210403T0800,2.7163136,0.0,75.0,20.65848,48.532303,100.0
20210403T0900,3.1663134,0.0,74.0,22.768396,55.304832,100.0
20210403T1000,4.2463136,0.0,66.0,23.023117,63.034294,100.0
20210403T1100,5.3863134,0.0,60.0,22.226902,65.09524,11.0
20210403T1200,6.6563134,0.0,53.0,21.413193,63.00415,0.0
20210403T1300,7.8063135,0.0,46.0,20.140705,61.14434,0.0
20210403T1400,9.316314,0.0,42.0,26.749235,61.020287,1.0
20210403T1500,9.616314,0.0,40.0,27.047956,63.093895,0.0
20210403T1600,9.736314,0.0,39.0,27.553524,61.090813,0.0
20210403T1700,9.606314,0.0,38.0,28.04305,60.802513,0.0
20210403T1800,9.266314,0.0,38.0,27.212759,62.417953,0.0
20210403T1900,8.796313,0.0,37.0,23.540806,66.571304,0.0
20210403T2000,7.5663137,0.0,41.0,15.7908325,65.772255,0.0
20210403T2100,6.0363135,0.0,47.0,12.758432,73.61045,0.0
20210403T2200,4.7163134,0.0,53.0,11.165805,91.8476,0.0
20210403T2300,3.3263135,0.0,59.0,9.107359,108.434944,10.0
20210404T0000,2.2863135,0.0,65.0,7.771331,103.392494,0.0
20210404T0100,2.2063134,0.0,66.0,6.8399997,89.99999,0.0
20210404T0200,1.6063135,0.0,69.0,6.725354,74.47588,0.0
20210404T0300,0.5963135,0.0,75.0,6.725354,74.47588,0.0
20210404T0400,-0.29368654,0.0,83.0,6.28713,66.37062,0.0
20210404T0500,-0.8336865,0.0,86.0,5.904439,52.431404,0.0
20210404T0600,-1.0236865,0.0,82.0,6.1305785,40.236343,0.0
20210404T0700,-0.7536864,0.0,78.0,6.3690495,42.70938,0.0
20210404T0800,0.27631348,0.0,75.0,4.072935,44.999985,0.0
20210404T0900,3.2063136,0.0,68.0,6.618519,44.999985,0.0
20210404T1000,6.3063135,0.0,57.0,11.246759,50.194427,0.0
20210404T1100,8.016314,0.0,42.0,14.291592,49.085617,0.0
20210404T1200,9.226314,0.0,35.0,14.512064,43.994904,0.0
20210404T1300,10.326314,0.0,31.0,14.799459,41.05481,0.0
20210404T1400,11.8063135,0.0,36.0,22.183128,48.28923,0.0
20210404T1500,12.506313,0.0,33.0,18.79255,53.569138,0.0
20210404T1600,12.776314,0.0,34.0,15.986593,54.16234,0.0
20210404T1700,12.846313,0.0,35.0,13.684735,54.637527,0.0
20210404T1800,12.566314,0.0,36.0,11.525623,51.34018,0.0
20210404T1900,11.976314,0.0,37.0,8.427383,70.016884,0.0
20210404T2000,10.816314,0.0,41.0,6.4799995,89.99999,0.0
20210404T2100,9.766314,0.0,44.0,5.991594,122.73523,0.0
20210404T2200,8.296313,0.0,50.0,6.638072,167.47119,0.0
20210404T2300,6.8663135,0.0,55.0,5.0911684,188.1301,0.0
20210405T0000,5.5763135,0.0,61.0,2.6208394,195.9454,0.0
20210405T0100,4.6863136,0.0,64.0,2.6208394,195.9454,0.0
20210405T0200,4.1963134,0.0,66.0,3.7585104,196.69925,0.0
20210405T0300,4.0463133,0.0,64.0,5.4833565,203.1986,0.0
20210405T0400,3.3863134,0.0,63.0,7.10031,210.46555,0.0
20210405T0500,2.8363135,0.0,60.0,8.587338,213.02386,0.0
20210405T0600,2.3163135,0.0,56.0,9.422101,223.45184,0.0
20210405T0700,1.8863136,0.0,58.0,9.673221,225.0,0.3
20210405T0800,3.6163135,0.0,58.0,14.20062,239.53445,5.4
20210405T0900,7.0063133,0.0,56.0,18.792551,253.30075,4.0
20210405T1000,9.386313,0.0,51.0,22.461807,263.5584,90.0
20210405T1100,11.076314,0.0,48.0,26.727423,265.36453,100.0
20210405T1200,12.086313,0.0,48.0,28.521906,265.65677,100.0
20210405T1300,13.826314,0.0,42.0,32.777798,268.11182,42.0
20210405T1400,14.326314,0.0,43.0,35.756172,274.61993,23.7
20210405T1500,14.486314,0.0,39.0,36.2243,280.30487,52.0
20210405T1600,13.736314,0.0,38.0,39.21522,285.43964,79.0
20210405T1700,12.966313,0.0,40.0,36.973244,276.70984,100.0
20210405T1800,10.776314,0.0,56.0,38.96158,301.7809,100.0
20210405T1900,7.1963134,1.0,81.0,28.348713,319.63547,100.0
20210405T2000,3.2963135,0.7,74.0,35.069984,5.3009186,100.0
20210405T2100,1.6063135,0.0,73.0,20.523155,1.0050812,100.0
20210405T2200,0.9163135,0.0,75.0,9.83268,23.749481,100.0
20210405T2300,-0.43368652,2.3,91.0,24.826954,29.538757,100.0
20210406T0000,-0.04368651,0.4,64.0,18.171976,33.690063,100.0
20210406T0100,0.046313494,0.0,61.0,8.913181,43.36342,100.0
20210406T0200,-0.7936865,0.0,74.0,2.16,360.0,10.0
20210406T0300,-1.9136865,0.0,86.0,6.379216,286.38956,0.0
20210406T0400,-2.8636866,0.0,88.0,7.92,270.0,0.0
20210406T0500,-3.7736864,0.0,90.0,11.808878,232.43141,68.0
20210406T0600,-4.5736866,0.0,88.0,18.844202,226.54816,20.0
20210406T0700,-5.4936867,0.0,87.0,21.638964,225.67404,0.0
20210406T0800,-4.4736867,0.0,80.0,23.78453,219.47246,41.0
20210406T0900,-2.6236866,0.0,63.0,32.682762,220.53284,72.0
20210406T1000,-1.4736865,0.0,64.0,34.20568,229.2679,87.0
20210406T1100,-0.36368653,0.0,72.0,33.332577,242.32793,100.0
20210406T1200,0.6963135,0.0,56.0,32.79361,252.75854,58.0
20210406T1300,1.7463136,0.0,55.0,36.516495,260.35196,100.0
20210406T1400,3.5463135,0.1,47.0,21.986542,272.81555,100.0
20210406T1500,3.9563136,0.0,44.0,19.586117,287.10272,91.0
20210406T1600,3.8563135,0.0,46.0,24.162947,294.65588,58.0
20210406T1700,3.7863135,0.0,47.0,23.828083,296.95218,98.0
20210406T1800,3.3163135,0.0,52.0,20.447239,296.11392,100.0
20210406T1900,3.3863134,0.0,48.0,18.58451,291.5953,100.0
20210406T2000,2.3863134,0.0,54.0,19.386593,301.3287,100.0
20210406T2100,2.2263134,0.0,54.0,16.58346,297.1213,100.0
20210406T2200,1.6663135,0.0,57.0,11.542478,266.42368,100.0
20210406T2300,1.1863135,0.0,61.0,8.699793,245.55606,100.0
20210407T0000,-0.5436865,0.0,77.0,11.457958,226.27303,100.0
20210407T0100,-0.2736865,0.0,73.0,14.05845,256.67548,100.0
20210407T0200,-1.0036864,0.4,88.0,19.602652,277.38605,100.0
20210407T0300,-0.43368652,0.0,77.0,9.449572,252.25534,100.0
20210407T0400,-0.89368653,0.9,80.0,16.87398,258.9298,100.0
20210407T0500,-1.0636865,0.6,84.0,25.40743,277.32642,100.0
20210407T0600,-1.5836865,0.0,88.0,29.379177,287.10272,100.0
20210407T0700,-1.9036865,0.0,86.0,33.709534,289.98312,100.0
20210407T0800,-1.4736865,0.0,81.0,28.894344,300.7189,100.0
20210407T0900,-0.5436865,0.0,74.0,26.161375,304.3461,14.0
20210407T1000,0.8063135,0.0,57.0,21.566973,303.4248,10.0
20210407T1100,1.3463135,0.0,51.0,21.734581,296.56506,45.0
20210407T1200,1.9563135,0.0,46.0,26.944744,292.7965,12.0
20210407T1300,3.0163136,0.0,41.0,31.170673,284.03625,10.0
20210407T1400,3.6463134,0.0,39.0,33.12,270.0,58.0
20210407T1500,3.9863136,0.0,40.0,26.009842,274.76364,98.0
20210407T1600,4.4063134,0.0,40.0,29.723444,281.17383,90.0
20210407T1700,4.1563134,0.0,44.0,30.633865,289.92557,40.0
20210407T1800,4.3863134,0.0,44.0,29.09103,282.1443,81.0
20210407T1900,4.4963136,0.0,42.0,26.525429,277.8002,58.0
20210407T2000,4.0863132,0.0,44.0,20.532627,272.00955,87.0
20210407T2100,3.6163135,0.0,46.0,17.418196,251.93953,100.0
20210407T2200,2.6363134,0.0,51.0,17.148247,230.9645,100.0
20210407T2300,2.6563134,0.0,53.0,17.49615,233.36589,100.0
20210408T0000,2.9163134,0.0,51.0,19.513195,240.12401,100.0
20210408T0100,2.7763135,0.0,51.0,20.61766,245.22485,100.0
20210408T0200,2.4863136,0.0,50.0,22.206486,253.03384,100.0
20210408T0300,1.1863135,0.0,52.0,16.343367,187.59465,75.0
20210408T0400,-0.4536865,0.0,53.0,13.039754,186.3402,50.0
20210408T0500,-1.4836864,0.0,51.0,9.826088,188.42697,37.0
20210408T0600,-1.6636865,0.0,45.0,11.753877,207.34988,57.0
20210408T0700,-1.9736865,0.0,47.0,10.948973,207.40758,59.0
20210408T0800,-0.42368653,0.0,42.0,11.525623,218.65982,66.0
20210408T0900,1.9463135,0.0,37.0,13.324863,231.58195,49.0
20210408T1000,3.8063135,0.0,39.0,14.081477,237.52881,5.0
20210408T1100,5.4463134,0.0,40.0,12.0694,252.64598,0.0
20210408T1200,6.8863134,0.0,38.0,11.620809,253.81079,0.0
20210408T1300,8.166313,0.0,36.0,10.495713,247.83365,0.0
20210408T1400,9.136313,0.0,35.0,10.00256,239.74356,0.0
20210408T1500,9.836313,0.0,33.0,2.0991426,149.03624,0.0
20210408T1600,10.336313,0.0,33.0,3.96,180.0,0.0
20210408T1700,10.826314,0.0,31.0,2.968636,194.03624,0.0
20210408T1800,10.996313,0.0,32.0,3.6179552,174.28941,0.0
20210408T1900,10.576314,0.0,35.0,5.8048253,150.25511,0.0
20210408T2000,8.976314,0.0,46.0,10.00256,149.74356,0.0
20210408T2100,6.9563136,0.0,54.0,9.659814,153.43495,0.0
20210408T2200,5.0863137,0.0,60.0,9.021574,151.38954,0.0
20210408T2300,3.9963136,0.0,61.0,8.699793,155.55605,0.0
20210409T0000,3.3963134,0.0,56.0,9.0,163.73979,0.0
20210409T0100,2.5963135,0.0,52.0,7.6367526,171.8699,3.0
20210409T0200,1.7363135,0.0,52.0,8.707238,172.87498,3.6000001
20210409T0300,1.5663135,0.0,52.0,10.594036,170.21759,26.0
20210409T0400,1.0363135,0.0,58.0,5.8603754,169.38034,23.0
20210409T0500,0.086313486,0.0,67.0,5.8048253,172.87498,47.0
20210409T0600,-0.8236865,0.0,75.0,4.73506,171.25385,38.0
20210409T0700,-0.5436865,0.0,68.0,4.68,180.0,14.0
20210409T0800,1.2663134,0.0,59.0,2.6208394,164.0546,3.3000002
20210409T0900,4.8263135,0.0,50.0,4.0249224,190.30484,43.0
20210409T1000,8.576314,0.0,39.0,5.1919937,213.69006,75.0
20210409T1100,11.016314,0.0,34.0,7.7043357,232.59465,100.0
20210409T1200,12.706313,0.0,31.0,9.339208,242.44719,100.0
20210409T1300,14.046313,0.0,29.0,12.904882,247.01129,100.0
20210409T1400,14.946314,0.0,28.0,14.48972,243.43495,100.0
20210409T1500,15.826314,0.0,28.0,14.4,233.1301,8.0
20210409T1600,16.186314,0.0,30.0,14.021525,221.87787,2.1000001
20210409T1700,16.266314,0.0,34.0,17.906157,210.17352,3.0
20210409T1800,15.096313,0.0,37.0,20.140705,204.27444,4.0
20210409T1900,13.936314,0.0,39.0,19.130875,199.79887,2.7
20210409T2000,11.936314,0.0,41.0,15.379206,200.55605,4.5
20210409T2100,9.916313,0.0,43.0,13.905509,201.2505,5.7000003
20210409T2200,9.416313,0.0,42.0,14.05845,193.32452,6.9
20210409T2300,8.526314,0.0,44.0,13.493999,189.21103,6.0
20210410T0000,7.8963137,0.0,46.0,12.605142,181.63658,10.8
20210410T0100,7.2263136,0.0,48.0,10.446206,181.97493,30.000002
20210410T0200,7.1963134,0.0,49.0,10.538843,187.85332,100.0
20210410T0300,6.7763133,0.0,55.0,16.215992,177.4552,86.0
20210410T0400,5.6063137,0.0,64.0,10.661107,168.31064,100.0
20210410T0500,4.7163134,0.0,67.0,10.538843,172.14668,100.0
20210410T0600,4.3763137,0.0,65.0,10.446206,178.02507,100.0
20210410T0700,5.4963136,0.0,57.0,8.707238,187.12502,100.0
20210410T0800,7.6263137,0.0,53.0,8.4963045,216.38435,100.0
20210410T0900,9.356314,0.0,64.0,12.849528,258.69006,100.0
20210410T1000,10.826314,0.0,61.0,9.0,270.0,100.0
20210410T1100,12.216313,0.0,56.0,5.95906,244.98311,100.0
20210410T1200,13.966313,0.0,50.0,9.021574,241.38954,87.0
20210410T1300,15.236314,0.0,42.0,8.14587,225.0,4.8
20210410T1400,16.056313,0.0,38.0,10.30883,204.77515,0.0
20210410T1500,16.266314,0.0,34.0,8.905908,194.03624,3.0
20210410T1600,16.656313,0.0,36.0,11.885453,181.7357,7.8
20210410T1700,16.966312,0.0,33.0,18.36353,181.1233,6.9
20210410T1800,15.886313,0.0,34.0,26.282465,180.78482,6.9
20210410T1900,14.466313,0.0,37.0,26.67889,183.09406,27.0
20210410T2000,12.666313,0.0,41.0,20.570463,184.01418,88.0
20210410T2100,11.526314,0.0,42.0,18.089775,185.71059,100.0
20210410T2200,11.066314,0.0,42.0,16.923828,181.21887,100.0
20210410T2300,10.576314,0.0,44.0,14.471821,185.71059,100.0
20210411T0000,10.0563135,0.0,46.0,11.620809,196.18921,100.0
20210411T0100,9.786313,0.0,47.0,10.703569,199.65382,100.0
20210411T0200,9.746313,0.0,47.0,10.30883,204.77515,100.0
20210411T0300,8.966313,0.0,53.0,10.308831,167.90524,91.0
20210411T0400,8.166313,0.0,60.0,6.763786,154.79887,100.0
20210411T0500,7.3463135,0.0,68.0,2.0364676,135.0,100.0
20210411T0600,6.2263136,0.0,77.0,0.35999998,180.0,92.0
20210411T0700,6.0363135,0.0,78.0,0.35999998,360.0,100.0
20210411T0800,7.2963133,0.0,75.0,1.8,306.8699,100.0
20210411T0900,9.826314,0.0,66.0,1.8,270.0,100.0
20210411T1000,11.826314,0.0,59.0,3.2399998,270.0,100.0
20210411T1100,13.766314,0.0,49.0,4.072935,225.0,100.0
20210411T1200,15.916313,0.0,42.0,7.6367526,188.1301,59.0
20210411T1300,17.526312,0.0,36.0,11.090103,193.13402,39.0
20210411T1400,18.226313,0.0,35.0,10.799999,216.8699,2.1000001
20210411T1500,19.016312,0.0,35.0,11.808878,217.5686,0.0
20210411T1600,18.686312,0.0,38.0,17.873556,235.66978,37.0
20210411T1700,15.036313,0.0,68.0,23.358423,298.53998,77.0
20210411T1800,14.466313,0.0,65.0,19.969458,303.97656,100.0
20210411T1900,13.376313,0.0,71.0,19.137648,286.38956,100.0
20210411T2000,11.546313,0.9,84.0,15.111424,282.38077,100.0
20210411T2100,10.546313,0.9,85.0,13.527572,295.2011,100.0
20210411T2200,9.926313,0.0,84.0,13.905509,291.2505,100.0
20210411T2300,8.796313,0.0,82.0,14.345898,287.52557,100.0
20210412T0000,8.326314,0.0,90.0,16.203999,271.27304,100.0
20210412T0100,7.5563135,0.2,90.0,16.93531,272.43665,100.0
20210412T0200,7.4063134,0.4,91.0,12.074766,280.30487,100.0
20210412T0300,6.8163137,0.3,89.0,21.434364,277.72183,100.0
20210412T0400,5.3663135,0.6,88.0,21.99538,291.10486,100.0
20210412T0500,4.3063135,0.4,87.0,18.171976,303.69006,100.0
20210412T0600,3.1463134,0.6,87.0,15.137133,357.2737,100.0
20210412T0700,1.7063135,1.0,91.0,8.534353,332.35403,100.0
20210412T0800,1.2963135,1.4,93.0,12.57426,336.37064,100.0
20210412T0900,1.2563134,1.2,93.0,14.618837,350.0738,100.0
20210412T1000,1.2863135,1.2,93.0,16.93531,2.4366455,100.0
20210412T1100,1.3063135,0.9,92.0,17.917007,22.442749,100.0
20210412T1200,1.4263135,0.8,92.0,13.684735,35.362457,100.0
20210412T1300,2.4363136,0.4,83.0,13.608762,37.476166,100.0
20210412T1400,3.1763134,0.0,72.0,13.53236,61.38954,100.0
20210412T1500,3.6563134,0.0,67.0,13.039754,83.65981,100.0
20210412T1600,4.3963137,0.0,63.0,14.934577,105.37624,97.0
20210412T1700,4.8263135,0.0,62.0,15.277749,124.43899,100.0
20210412T1800,4.8963137,0.0,64.0,14.168641,152.78389,100.0
20210412T1900,4.2663136,0.0,68.0,13.339445,176.90594,100.0
20210412T2000,3.5163136,0.0,68.0,10.464798,183.94519,36.0
20210412T2100,2.9263134,0.0,75.0,6.489992,213.69006,1.0
20210412T2200,3.2663136,0.0,79.0,3.671294,258.69006,100.0
20210412T2300,2.7563136,0.0,83.0,2.1897945,80.537674,96.0
